date,AAPL_XLK,AAPL_alpha,MSFT_XLK,MSFT_alpha,NVDA_XLK,NVDA_alpha,AVGO_XLK,AVGO_alpha,AMD_XLK,AMD_alpha,ADBE_XLK,ADBE_alpha,CRM_XLK,CRM_alpha,CSCO_XLK,CSCO_alpha,INTC_XLK,INTC_alpha,ORCL_XLK,ORCL_alpha,QCOM_XLK,QCOM_alpha,TXN_XLK,TXN_alpha
2022-10-28,0.9920723040296979,0.0004641931012648649,1.055057826551814,-0.0007327136821336355,1.7011571389279871,-0.0012833293198343323,1.0542911554075993,-0.00011939158016516281,1.5783960389065972,-0.004203444896747883,1.1629918806093646,-0.001552846657260857,1.0456003856994713,4.359593581284042e-05,0.7817586572381442,0.0016934237399870166,1.069180969199641,-0.002521970766147906,0.7130214913981137,0.0014944803891316744,1.1470544407108707,-0.0011935405159129112,0.9684551959020815,6.665279689379699e-05
2022-10-31,1.054804671826889,0.001216205141370012,1.0454831717757638,-0.0008338654123191225,1.6529480208152687,-0.0019337606085548433,1.0381944988603,-0.00037701913358203706,1.5489952750293052,-0.0052843246143253735,1.107279648501733,-0.0022811150889041542,0.9956150696357353,-0.0005299473854981137,0.769682273237101,0.0017446480973333184,1.194361149831722,-0.0008458632686943646,0.7085774346221715,0.0015098673862456297,1.1263126349896169,-0.0015273000103420602,0.9425622508164667,-0.00025060929759345785
2022-11-01,1.0561468107227112,0.001199721473917216,1.0461011338603678,-0.0008640522679041131,1.6533299508934225,-0.0018443795983512264,1.0341366448707305,-0.0002537770911973797,1.551987015450896,-0.00526794285382258,1.1098721409903725,-0.0025536694998227723,0.9901655635272858,-0.00030841075313842474,0.767790814721609,0.0019406110453998142,1.1970859957402051,-0.0008654270030180699,0.7002204511508067,0.0017830700741877765,1.1246448300872636,-0.001454765806220963,0.9385224923260593,-0.00010810392314620663
2022-11-02,1.0602406255277494,0.0009603277260042673,1.0483229551869304,-0.0009947451609359824,1.6344642077456675,-0.0007509992584794393,1.0325203781957488,-0.00015917079625420117,1.5478165514711233,-0.0050235522306189976,1.112696700076125,-0.0027148513175532683,0.9943162246982781,-0.0005505444247911433,0.7677292828691802,0.001946033800984456,1.1983659568632208,-0.0009368317772524091,0.700455617349836,0.0017665214176624906,1.1210369482280624,-0.0012440557169301428,0.9325142134637482,0.00024590085215815097
2022-11-03,1.0657537156595922,0.0007800499839082649,1.0516024090809761,-0.0012648905396596224,1.579952354355656,5.5123809211391275e-05,1.0134871164249097,0.00018561995509585715,1.4814167903253546,-0.004076608909799447,1.119915652157358,-0.002728378867191649,1.02361080730766,-0.00043720689127630004,0.7615293220585143,0.0019575667642350043,1.1787959442319504,-0.0006057862836554486,0.7079079921878392,0.0015788002317343197,1.1154347663241175,-0.0008827205070049485,0.9194567935007353,0.0006132443049544874
2022-11-04,1.0844564168984636,0.0007045350902718946,1.0491812905035243,-0.0011277162237068226,1.4899045428966349,0.0005129313580483769,1.0027600047347538,0.00012220663898972802,1.3983321543127192,-0.0031668536871203986,1.1380369951140148,-0.002925802795051619,1.0071036744228785,-0.0005159129466705825,0.7541803272492095,0.00197652368789363,1.1486105997816685,-2.5160692229101063e-05,0.7012807073304025,0.0020380119313818637,1.1645331073387037,-0.001490471594284136,0.8971730773584213,0.0006929636101326571
2022-11-07,1.0627211266282839,0.00024829757235181283,1.062660421075805,-0.0007977902235382344,1.513259792777075,0.0010757462041955336,1.028310928381318,0.0007670270191151361,1.4090856927933342,-0.002920090982818731,1.1214214163890661,-0.0032751293066452577,0.9492961667904086,-0.0016749535668381201,0.753719927270618,0.0019944800828485647,1.1564848997782644,-3.8124685659808935e-05,0.699464770375128,0.0020706000956601345,1.1712762050899204,-0.0015455465992980965,0.9165867405119857,0.0011652427773264009
2022-11-08,1.050878090109745,-2.4171014213392964e-05,1.0760946089265648,-0.0004973083195027469,1.4889572496694516,0.0005455250476800585,1.0289921770547807,0.000788394706791244,1.4014742853313085,-0.003088907428475231,1.1428894462399843,-0.002766298472356152,0.9664096848824059,-0.0012819061187230541,0.7434823346310863,0.0017549788529059036,1.1546775356492467,-0.00010149174009011505,0.6866572160945213,0.0018012831258837428,1.1811912463286036,-0.001313234293412258,0.9195776713783022,0.001230985423416631
2022-11-09,1.047796720453562,-0.000127268322845681,1.073529208499729,-0.0005801265545019333,1.489331661998094,0.0005277555649805688,1.0334861771613515,0.0009655455162677798,1.4040875664711485,-0.0029838718972387155,1.1401509512812906,-0.0028906543431466026,0.9709218650096805,-0.0011349568871226222,0.7421791836782723,0.0017398526840865566,1.1503855014172495,-0.00024326535080724772,0.6769068977867843,0.0014994130135370465,1.1880077429330054,-0.001080207788531953,0.9248471453638167,0.0014383949178209923
2022-11-10,1.0533669473685392,-0.00024083316842646394,1.0644292746383661,-0.000468227195380826,1.5078702474376917,0.00034750932668888186,1.034239522318726,0.0011522070761787922,1.4262787576673064,-0.0032727445553730394,1.1195750848331958,-0.0025724373565859165,0.9787437719953673,-0.0011756282219353535,0.7401236253751706,0.0016968189443441952,1.1539257127521654,-0.0002793399218716415,0.6610629960340567,0.0016255726632141898,1.1757497564746378,-0.0007413555393436626,0.9213143929925439,0.0016619013360368552
2022-11-11,1.062040172095954,-0.0004586049241420572,1.0529875555518686,-0.0006255548700760073,1.5431225975161038,0.0009820719852058507,1.0135470400905175,0.0012871255372833418,1.488749034639547,-0.0026309746616835594,1.1523165878493455,-0.002089695491540961,1.0299153561684187,-0.0007282546760617203,0.6847033625301385,0.0011985422702514785,1.1202122049342778,-0.0005187750997108723,0.5710633144842051,0.000857492516530658,1.1667620391555553,-0.0008030883423691226,0.8705689770376844,0.0017913680079313476
2022-11-14,1.0646897063154903,-0.0003053364590490876,1.0548046863978182,-0.00048173911657635113,1.5451055896192916,0.0008893441943206336,1.0090651914867712,0.0008500124507499172,1.5049112542326404,-0.0023304700909870632,1.162333726833757,-0.0017847952792129063,1.0263492056011763,-0.0007834911488978822,0.6529772298033938,-0.00026351912987762865,1.121034095322032,-0.0005605013602151625,0.569795878850259,0.0008506407171388994,1.1557036204115023,-0.0012687583034153203,0.8762000495718527,0.0019196507000596877
2022-11-15,1.0671533630347785,-0.00037852081092349917,1.0607819544664108,-0.0007881182624904404,1.5305965388486693,0.0014194016424907614,1.0091713683485624,0.0008309064034673728,1.4897539805642026,-0.0015763936975791435,1.155356762764805,-0.0014857024332871928,1.0215148868576556,-0.00048817664775545246,0.6511857943624598,-0.0001637478156951333,1.118437602424889,-0.000409306165611344,0.5673897694653922,0.0010613794189387666,1.1528971016062388,-0.0011268283282784598,0.8789676621006407,0.0017801836082702467
2022-11-16,1.073324929129733,-0.0005031439083690451,1.057172580085399,-0.0009800941319694156,1.5274199231701375,0.00154078752195719,1.0050671008826197,0.0011163406838541644,1.5087736841819104,-0.0013732489870836913,1.1582815439361245,-0.0014408975307473467,1.0182842126845113,-0.0001969358456998377,0.6476386798191004,-0.0002040702928560867,1.1067728247989577,-0.0002373645927047066,0.5556162143945063,0.0012754919797955725,1.1589842235187937,-0.0004986029665640765,0.8687643970040042,0.001668934917008883
2022-11-17,1.0705634135982687,-0.00041323200488608083,1.051229341485041,-0.0007299057572719284,1.5387626849318339,0.0009239467991710463,1.0099682716436502,0.0008694333866314419,1.5198077241100576,-0.0018349281007595166,1.1602537764950618,-0.0015524532877300174,1.0301720014163,-0.0006286218018448757,0.6483914744571261,-0.0001679059698037809,1.1166255456758027,-0.0007246958845793688,0.5493900794818317,0.0015295032775922673,1.1695768015926857,-0.0008777105613664081,0.874350415751355,0.0013434162438241029
2022-11-18,1.0715201781918153,-0.00023877081163871405,1.051308690357692,-0.0007056175009748534,1.537159187672588,0.0006190584957584851,1.009807837562991,0.0008371071884996401,1.5210188310599198,-0.0016203281619471964,1.1608344927326018,-0.0013986006879541928,1.02542957123899,-0.0016160928037019203,0.6531322153986283,0.0007578230909404489,1.117815935556545,-0.0004891414372076559,0.5487570808936291,0.0014303931658248897,1.1707848858766845,-0.0006671636400752785,0.8753549731634009,0.001548663834448941
2022-11-21,1.0735665159064518,-0.00014009207369902006,1.0546882968553326,-0.0006416572637588747,1.527410274698507,6.0150168027815754e-05,0.9992139359545569,0.0005864710431375008,1.5065299152807097,-0.002104189908334727,1.1725459498502273,-0.0013530663155153738,1.0550551606776353,-0.0009092199448461149,0.6599383086242798,0.0012926306345362138,1.110517733841662,-0.0007207458451892342,0.5499376640725667,0.0015297231068241205,1.1620558281842788,-0.0008157160130124173,0.8670246242628394,0.0012572656435279363
2022-11-22,1.0898133287476401,-0.0004339967231014111,1.0603600697487916,-0.0004992910347113696,1.4787384553564489,0.0006828645785350515,0.9768474428758365,0.0009990869788433368,1.5116064632986284,-0.002114093300650402,1.1687875742784803,-0.0015046580071797235,1.0519362039762228,-0.0009998750021501847,0.6560003256454147,0.001361428286916302,1.1234286301275003,-0.0010936049910334979,0.5374625690575109,0.001726167853938425,1.1620277928389782,-0.0010283493652643797,0.8569771028043984,0.0012565335524734277
2022-11-23,1.086257580677166,-0.0005539254805109538,1.0568524270049027,-0.000692873066250195,1.4861473733103414,0.0011303866419406592,0.9794402331694825,0.001088081889168515,1.5157023444427975,-0.0018014233186971493,1.1750249829441806,-0.001400163099959322,1.0523181727237814,-0.0005563311873795186,0.6588279347827323,0.0013372733203847202,1.1314698089720585,-0.0009867709801656141,0.5484029917334163,0.0020180991623704237,1.1700038552977436,-0.0010239165147139036,0.8642098189076478,0.001409461168521298
2022-11-25,1.0840319834354988,-0.0005485304577371002,1.0585444965002366,-0.0007173179855939327,1.4885617659438644,0.0015003245607545577,0.9763323794422769,0.0011390065353016638,1.5168518776686843,-0.0017415407262648419,1.1815464577998247,-0.0015230491928398759,1.0587620064756798,-0.0005063383053584339,0.6561098211594153,0.0013621159024962456,1.1241738957647058,-0.0010892327846049633,0.5490130574981312,0.0019420946110549318,1.168609700120583,-0.0008719883041116724,0.8646510502357362,0.0014157109260060532
2022-11-28,1.0867220297595044,-0.0007711895250408964,1.0590578308470846,-0.000697858416217623,1.4863184085373997,0.0015563257592806036,0.9747877079811739,0.0011986320537816062,1.5155266362589916,-0.0017175502531322478,1.1836848071599553,-0.0016016952677205,1.0521442461604464,-8.182587894597665e-05,0.654140536786403,0.001452611647499715,1.1253697922463932,-0.001173071142146182,0.5495798648042451,0.0019359646528799856,1.1685346716174378,-0.0009096552577656392,0.8653183782136579,0.0013335534241876407
2022-11-29,1.0900500597789895,-0.000988082623535321,1.059188397213424,-0.0007242403314257946,1.4729133627229933,0.002833787205194978,0.969331335660588,0.0014629200567847353,1.506325118545208,-0.0012307920409167883,1.1755108434197772,-0.0014127374859452826,1.0321636983116502,0.000517904310669432,0.6519088277795982,0.0013124748800672774,1.122461137474744,-0.0011296631085411406,0.5565756986586677,0.0015661141963292306,1.171179482959582,-0.0008198376496359775,0.8708920467444705,0.0010946764297904337
2022-11-30,1.0938602098020964,-0.0011732932174656442,1.056528046744963,-0.0006014819405584836,1.4710069780017716,0.0029045287224938585,0.9793408374391328,0.0011127504455103092,1.498151835687453,-0.0008418191857360912,1.1779733150483396,-0.0014787839614585677,1.0394308664799143,0.00022839013945006808,0.6452603321785159,0.0016031155109225567,1.1159618882876456,-0.0008061855767521095,0.556353939321376,0.001562738400681167,1.172521249470746,-0.0008594214755509118,0.8646220914642792,0.0013629192271923175
2022-12-01,1.086227993409419,-0.0012554632137130677,1.0691179492463503,-0.00040682640035182894,1.4756051877709655,0.0030771232049941885,0.989239408332049,0.001188701109542709,1.4709149816947786,-0.0009626020706364918,1.1768297498155638,-0.0016768249184759558,1.043911189165136,0.0003934055845703382,0.6393443899055647,0.0015424814279464969,1.0895459570721102,-0.0007008546871612902,0.5508124232196403,0.0016838380140567733,1.1862350373512214,-0.0006125890371691645,0.8636159463718913,0.001257031421816275
2022-12-02,1.0896798246411075,-0.001116490264804955,1.0678197938723168,-0.0004936810514809643,1.479966011147023,0.0033338667543691375,0.9906642279801342,0.0011881268478535145,1.4763847973125814,-0.0008289824913725095,1.1699492836105119,-0.0019399511616673807,1.0440499173436706,-0.0009638196702928198,0.6391339333248639,0.0015754014299389743,1.092770495523321,-0.0007309990710202244,0.5519593590029959,0.0018834039825472442,1.1878352307830342,-0.0005369206011818382,0.8621247664118362,0.0009143248786096351
2022-12-05,1.0902146242212496,-0.0008438669366911952,1.0664583045106337,-0.0003351875611744398,1.480628299027856,0.002975881663311123,0.9923220132422995,0.0008138656434790272,1.4771132312712523,-0.001799008700676374,1.1688441143801391,-0.0020557553598376773,1.0436812797034392,-0.0014709296527500152,0.6393316191592231,0.001454484017523956,1.0940921746834515,-0.000853388688309599,0.5536062419689983,0.0017812363942378438,1.1883205859247707,-0.0005381622317852557,0.8599320355719596,0.0008040814440799335
2022-12-06,1.085584834552697,-0.0006305554139064834,1.0655077717809245,-0.0003863838958026232,1.480085129459807,0.003141216559018233,0.9939681672743605,0.0007621926989891175,1.4697942674805646,-0.0017422171976474094,1.1639783668964543,-0.0021948625030768503,1.0629824287188043,-0.0026957411082120216,0.641755833605118,0.0015720928345616314,1.0868655839837824,-0.0007113894089674741,0.5722551396476243,0.0010441058792074868,1.1863676532421645,-0.0005442693757328659,0.8561211240596125,0.0010686382969290857
2022-12-07,1.075062518775344,-0.0010210714883151142,1.068121600035718,-0.00019590559833569513,1.4963471951748264,0.003312622118288056,0.9884535472815726,0.0010148187311221674,1.495389433965446,-0.0014108683472949918,1.1585112680383776,-0.0016864491707252658,1.0469665445832048,-0.002439652597001287,0.642563447912952,0.0014948959742489185,1.0912296554518424,-0.00040803316224843835,0.5663013773950694,0.001031131208271213,1.194270477982062,-0.00039504824883839656,0.8645826163821219,0.0013405788318102657
2022-12-08,1.0747568293089713,-0.0011309661881011169,1.0713503642789046,-0.00018412629359556133,1.4535726252048964,0.0038626115977632145,0.9971970674135502,0.0007892692091730207,1.472650581930828,-0.0011113306985865619,1.1436136390520113,-0.0016529455978100504,1.0741782227690875,-0.0028716256789786763,0.610999085143605,0.0016578131668219685,1.0636236169622708,-0.00023013782931346447,0.5974588785835866,0.0007727082622367813,1.2010442465327085,-0.0005542124875864111,0.861218269157223,0.0013636574161648444
2022-12-09,1.0714494223288649,-0.0013144123935008392,1.0689274780549247,-0.00021909122650542898,1.4751415187621326,0.004614081856044574,0.9999487762939702,0.0007464228959472081,1.462153785181348,-0.0014338894654610337,1.1434052146727613,-0.001735733151484612,1.062669249272778,-0.003371242517490321,0.6148645796514509,0.0018645587564071764,1.057070391265716,-0.0003267560960851855,0.6080494151284944,0.0018011350631413718,1.204896917583289,-0.0006574969368849617,0.8594825719354865,0.00116586954705286
2022-12-12,1.0764262488780378,-0.0013599569311135058,1.067214174616593,-0.00019951811603684865,1.4884670497872488,0.004281260651971562,0.9942705978994364,0.0012346519127183382,1.487040907657787,-0.002135679497597024,1.0125847519045468,0.0009292552179765554,1.0530300523672433,-0.002965681714270995,0.6144638135777206,0.001763844673593425,1.0681911924407792,-0.0005528182417445925,0.5964389971336623,0.0020262619767390565,1.2152819802501136,-0.0010404624896339124,0.863819050889214,0.0009833886323209655
2022-12-13,1.0714671567577936,-0.0013899446778880397,1.072124900202886,-0.00016811348937388127,1.4897780436220815,0.003778126612953697,0.9954361195671784,0.0010653499066062692,1.4887987199457307,-0.002280141959667639,1.0064819951512953,0.0013770711344483902,1.0468669049327128,-0.002830717721597855,0.6164559445498031,0.0017666807642780983,1.0676716438530223,-0.0010026420932336983,0.5942864997504621,0.0023890757191378474,1.2116024787420125,-0.00128514310440028,0.8671208524854572,0.0006316945371501439
2022-12-14,1.0663032030849153,-0.001795025520034715,1.075177678069358,2.4410992626764955e-05,1.492920606743367,0.0038966580875858087,1.0017444919126772,0.001407557793926446,1.4887207342736162,-0.002258117470763192,1.0094575779031287,0.0016753985830005608,1.0494567560663408,-0.0027720662032885094,0.6165382277116339,0.0018186335442763612,1.0634602339909833,-0.001198204415643712,0.587643107515967,0.002127425340583888,1.2124285773980266,-0.0013232993979800675,0.8629249346586361,0.000449188285593648
2022-12-15,1.0732965641520447,-0.002274295206422021,1.0713935597084512,0.00023425303223811834,1.494809642754959,0.0038466747084300573,0.9945483788900031,0.0018486189285776716,1.4942918895577646,-0.0025099963154445815,1.0067028728871694,0.0018803632044191974,1.0452357666254057,-0.0024976713878368194,0.6142055225843817,0.0020115912381408084,1.0634095659493987,-0.0011535551971379554,0.5788443893728773,0.0026506935265719813,1.2118743964835994,-0.0012637159663339672,0.8645807963288049,0.00034554298546782573
2022-12-16,1.078777882041732,-0.0023343149819233704,1.0619890573226227,0.0003386450828547095,1.4941493895563622,0.003602088511684078,0.9808616510011411,0.0021133754866878426,1.4717947106355145,-0.0023645068331344175,1.001526237028487,0.0019734452716601465,1.0349070205459026,-0.002403038872323004,0.6084923845089522,0.0022412458014938325,1.0617662337591534,-0.001139824863903457,0.5743006993473998,0.0028438976219225293,1.2158535635143455,-0.0015021304690047152,0.8639740517066579,0.000387481870640953
2022-12-19,1.08031224896478,-0.0024173827184699724,1.070343815585641,-4.1677321883443674e-05,1.4821165455150844,0.004207315151180605,0.9770530295065242,0.002259711743072793,1.4513193986694917,-0.0014126423943200013,0.9867934198857494,0.0024760000502229607,1.0456918875409882,-0.0029144449948539887,0.6067097357622048,0.002332220435693028,1.0579295303643033,-0.0009900746644848537,0.5721597593011724,0.002952497318231833,1.2183465395702329,-0.0016182994428070438,0.8616522557301738,0.0004569886739749493
2022-12-20,1.0787469905345668,-0.0023740714453182087,1.070949174057209,-6.441026920075499e-05,1.487004603691139,0.004021303060305649,0.9720967130665802,0.002436931115901677,1.4436274381958079,-0.0011721292708153671,0.996235461952582,0.0021824854227069724,1.029552764553921,-0.002408245670015001,0.6044709679842474,0.002420430303129015,1.048386479939568,-0.0006837060187043797,0.5542493659965108,0.003555712149771851,1.2146398372483433,-0.0014968180671814605,0.8617056759563462,0.0004469220063502107
2022-12-21,1.0817347401732147,-0.002574217189985954,1.0724660490097933,-9.020126730031511e-05,1.4822136883521715,0.0040264864499645345,0.9692373204659699,0.002359347917185755,1.440554006346204,-0.0008447974789746009,0.9917133964206265,0.002967199451674146,1.0306158588694916,-0.002548377007358901,0.604276204348193,0.00235726098928734,1.044859192232255,-0.0007134406563829605,0.5501524980228565,0.00385611857903308,1.213945681805505,-0.0015434358567134817,0.861388390986892,0.00025928860733919406
2022-12-22,1.085924666958578,-0.002566352659215248,1.0690853239264673,-0.00010495579282352829,1.4805245102199582,0.003829253629815502,0.9759320741668973,0.002540467564436061,1.4490858187489026,-0.0007698535466282584,0.9865496767896953,0.0028387679914602818,1.0301538071234497,-0.0028597137301164853,0.6011471777946568,0.002333277820623409,1.0439966885047183,-0.0006826975048222535,0.54748748795795,0.004106795288180388,1.2157046994592695,-0.001567637414116778,0.8620980869409481,0.00027863269743191323
2022-12-23,1.088099179079509,-0.0021027043850913767,1.0649365694254729,-0.00021885840742677897,1.5108088796939394,0.0030731203234382783,0.9729504325538182,0.0028400705886672917,1.4649074939762539,-0.0011604243575980384,0.979717565105724,0.002964277640853869,1.0128244942200695,-0.002525702869281648,0.5923951858214143,0.002241390786465731,1.048821992209247,-0.0007465682148124701,0.5494722554558699,0.00405522580191781,1.2252925887338635,-0.001219538815473757,0.8628988320553588,0.00017835794371450967
2022-12-27,1.0705941793747005,-0.001799403455477311,1.0769615102010026,-0.00042531928328419646,1.5064941361792594,0.002928219478839902,0.9623782060195328,0.0029561710216066683,1.4437376344398216,-0.0005871308311172894,0.9901658172282467,0.0027940770017576906,1.0188260282661115,-0.0025825021100105605,0.5875737967029828,0.002342309431359284,1.0492646508681456,-0.0006824941698265913,0.5348174920909494,0.004332462575455703,1.2240451384076079,-0.001172126253863856,0.8588363152990358,0.00020453013755630627
2022-12-28,1.065907055836402,-0.001696373592387199,1.0769999397023713,-0.0003998100733150145,1.5409960491030537,0.001536474529500169,0.9609003974992659,0.003061085063054226,1.4564558539191115,-0.0009538840408889988,0.99489255670911,0.0026462772331294756,1.012680054294736,-0.002248484549146056,0.5826643012051966,0.002502564409426771,1.0459701644311097,-0.0005584426462055813,0.5344299805186968,0.004361700614608107,1.2296671072291094,-0.001312877166039847,0.8526477789575428,0.0003974289334271738
2022-12-29,1.0731928132333783,-0.001888784022760269,1.072112771329574,-0.0002846403557046185,1.5505790002588575,0.0021339034993002387,0.9669038625201606,0.0030758166661916013,1.4500321839915,-0.0007131070344471044,0.9957056311333499,0.002484974628119782,1.0125381338102608,-0.0022048095263391717,0.5721247546236574,0.0022641326062583767,1.0299462247526947,-0.0007629977557541027,0.5241630461955645,0.004102778688218871,1.2299439355800017,-0.001351923194448041,0.8479597463263222,0.0002595459063534513
2022-12-30,1.0846356377702644,-0.0017138973880855867,1.074102515290232,-0.00025615464924057577,1.550858999745977,0.0021286168135588117,0.946103785186195,0.0027548253856717548,1.4724189917842558,-0.0003907050308750953,0.9974045187065587,0.002508250184605991,0.9954895577273709,-0.002428383165222552,0.5746168935760746,0.002272047742814798,1.0375479295830892,-0.0006516457238512985,0.4979483210184688,0.0037033312280529466,1.2219888674065718,-0.001482555367570292,0.8440091746831583,0.0002064114453092929
2023-01-03,1.0844110241166927,-0.001622497276560063,1.0744748873605552,-0.00027619625316435367,1.5513520318422682,0.0022091703960744422,0.9455174117825467,0.0026970846547836455,1.4728568907503445,-0.0002984335304342681,0.9972612217600114,0.002398427197389443,0.9950430330383504,-0.0023980583261750533,0.5745798994240261,0.002298273568542841,1.0378051530298358,-0.0003952122335661198,0.49676094873949267,0.00357191854622617,1.2195751556078644,-0.0017126651073672773,0.8422876974340405,2.651090125845349e-05
2023-01-04,1.0938358803598922,-0.00212010675282876,1.0712704564684958,-0.00010871105063471007,1.5551858465400756,0.0019997207755550117,0.9451251652396722,0.0027314347465365097,1.4750363338814119,-0.0004376534643290959,0.9971593532205845,0.0023817477332210525,0.9875611850866366,-0.0020237354884491245,0.5691411654288541,0.002601036856010755,1.028763758844923,9.191935215329739e-05,0.4833203540275358,0.004315338201593724,1.2274492848035612,-0.0021559251784478532,0.8434679324879208,-3.3135469163321854e-05
2023-01-05,1.1113674662738506,-0.002145207474645838,1.0562276935083568,-0.0007746955519562057,1.5251060688942233,0.0027479433018399255,0.9401694085337513,0.002907853038834266,1.338865478635125,0.0011724532633560435,1.0083104371244394,0.002404360357556402,1.005613354537539,-0.0016164521244065376,0.5535604197509452,0.0025573779408683698,1.012369956018798,0.0008359317172416509,0.4595673952499072,0.004636950985519393,1.259240056299583,-0.0018286065772489392,0.8318944046089305,0.0006851037022536642
2023-01-06,1.116492045376778,-0.0023145760810965323,1.0607453033095504,-0.0008719455092323731,1.5225903900248388,0.00283028015697686,0.9115095529771002,0.0036488259674227396,1.3542659355722722,0.0007955701218526981,1.0266705794541509,0.0019743091094261388,0.9990887339929869,-0.0014384722692323175,0.5562096593526701,0.0025025286958414304,0.9989234842989452,0.001153375569335587,0.4525260231605349,0.004816830065864993,1.2344452021344985,-0.0011924422562495437,0.8287016905352484,0.000763512749791156
2023-01-09,1.1282961461021108,-0.0023780037002548433,1.0427788695173434,-0.0011593221433107274,1.52461302240478,0.0025037427378699108,0.9368970265582443,0.00418876253743057,1.3502582900773297,0.00028174914826283146,1.0143901398032311,0.0014984499641596987,0.9991708598441172,-0.001319371567140452,0.5669687926554606,0.0027143430506234244,1.0153342492967377,0.001196905515057981,0.45028010879153424,0.004792411393250765,1.2407700042341097,-0.000551646146708299,0.8466332341044448,0.001293008651806034
2023-01-10,1.126058290024621,-0.002505448780128951,1.0432701407614244,-0.0012780740335756513,1.535000429554554,0.003083109112966761,0.9237342772933215,0.0036547753502930826,1.3641092410562536,0.0007039415756799905,1.0206173165492465,0.001621629812180401,1.0127331163683222,-0.0007844612685953972,0.5641193209442807,0.002800242215006599,1.0200863784872776,0.0010840512935592118,0.4527654414701807,0.004464561277006737,1.2319909384940846,-0.0007367591111187225,0.8439568380938834,0.0014416003898492145
2023-01-11,1.12481532913573,-0.002522867910687525,1.0367909257963501,-0.0013363343434873772,1.5479906351884407,0.0033393542722595154,0.9376843725460077,0.0036772732418624337,1.3909505863112324,0.0011230892760277845,1.020788996315432,0.0013833126718730722,1.0212909052458627,-0.0007065375047894113,0.5488817833179411,0.002563290600669128,1.0086152466197509,0.0008813120027421153,0.4474255993539551,0.004302159601230332,1.2332480457040775,-0.0005404359083023548,0.8545208791948203,0.001632881799373181
2023-01-12,1.1293600075179038,-0.0024929668098224262,1.0520174427407851,-0.0012460542657290459,1.5078136839472833,0.0033776724314072528,0.9268897359376607,0.0034927179963653125,1.3690765744068785,0.0012163688516766578,1.0220058869704933,0.0011995299447831067,1.0096288649079996,-0.0013814789553013413,0.5500134050948992,0.002448410488778637,1.0157119026504107,0.0006564421191523019,0.4484363082121596,0.0045884835581608,1.2395451018966002,-0.0008454317583919176,0.826917781306429,0.0017328936491254076
2023-01-13,1.1308675095110647,-0.002557611632497892,1.04400064215682,-0.0012880544403616498,1.5021812447541631,0.0035228748563896502,0.9397058054977249,0.0036150397469052573,1.380071182962479,0.0015416990056422203,1.0354505279976938,0.0013266438760319858,1.0097873830744724,-0.001040403876500958,0.5383352010743488,0.0021497313891751108,1.0304468860896128,0.0009392089494176194,0.42076508687302117,0.0041393887742321575,1.2683351453567429,-0.0002178101953956113,0.8340439722726826,0.0016711621344533214
2023-01-17,1.1307951351369767,-0.0024402740378632938,1.045069994124957,-0.0012096015001402938,1.50590736630789,0.00393530592472573,0.9426220250698597,0.003635488728393812,1.3838599025329459,0.0017244421732023044,1.03852250342381,0.0014413830769406497,0.9997161494568314,-0.001648044001879335,0.536485008693274,0.0019647593909726175,1.0385631617534188,0.0012768672815516534,0.42287654303371836,0.004252283048371507,1.2713619611596072,-0.00023232715827603057,0.8356049021357873,0.0017719486182489596
2023-01-18,1.1326318762685352,-0.002449605491441043,1.0445045800495523,-0.0011181153506453982,1.5116200289449304,0.004399149973898798,0.9417117310311593,0.003509361576869892,1.3822827286183375,0.001893555559019663,1.0418575210208716,0.0009236954685067004,0.9993868536752789,-0.0019024165536047038,0.5341521077832649,0.0015908154064837687,1.0367910317677371,0.0007828941769294445,0.41893021777295797,0.004275402645754978,1.2737978190969061,-0.000630786685849552,0.8337059583719484,0.00120695262428847
2023-01-19,1.12611910601919,-0.0022217403534895474,1.0469097947458768,-0.0011793559214470133,1.5135801279198926,0.0042330431902807475,0.9413199692214709,0.0037720478749140537,1.3817995617900936,0.0018012240855665347,1.0399934205189365,0.0008707343267470625,1.0030500927215424,-0.0024334913716923703,0.5447798932553,0.0013534077818524426,1.0447506727212224,0.0005062703690483473,0.43097552276657314,0.0032718210941463438,1.2561743024436793,4.752811556437515e-05,0.8336948443047881,0.001122327108198048
2023-01-20,1.1192194051657005,-0.001940237112036131,1.0499799193113963,-0.001207891823738687,1.5473727522309009,0.00421416172248831,0.9311704949209232,0.003314709316697323,1.4156446924243338,0.0016835192345693141,1.0484884159869823,0.001368865886662233,1.0004167370623744,-0.001965152003464127,0.5365011838488777,0.0011165442474218201,1.040004225289601,0.0003862064756348046,0.3992844823265688,0.0026016508348499553,1.2673484156077377,-0.0003300846177334167,0.8217843782326593,0.0007460371648899599
2023-01-23,1.1095176301752157,-0.002102928909186851,1.054465177069626,-0.0012018496556635643,1.5718253264405597,0.004721257292719062,0.9166397587976504,0.0030960054367849075,1.422171896413957,0.0019783552720420315,1.0508424984881577,0.0012740311335974178,1.012822469071792,-0.001697525152394221,0.523353229783737,0.0008383631895955767,1.0431394736594484,0.00049284213442497,0.40377156928764435,0.0027141216640898247,1.2841942303349902,3.030057445278984e-05,0.8109603512018756,0.0005763875744358949
